sym,price_est_vs_actual,price,est_price_unsplit,MCAP,SharesOutstanding
QD,1.00,8.92,8.89,2644.28048,297.368
ACOR,1.00,2.92,2.91,140.0424,48.108
ITRM,1.00,6.8,6.78,97.40826,14.369
RJF,1.00,76.73,76.49,10770.87,140.805
MSTR,1.00,140.7,140.27,1436.3648,10.24
UHS,1.00,146.94,146.49,13202.05086,90.121
BEP,1.00,35.95,35.84,6410.20198,178.852
NXRT,1.00,46.23,46.09,1101.32055,23.895
CTAC,1.00,10.05,10.02,281.9628,28.14
KCLI,1.00,32.45,32.35,313.2774,9.683
BLKB,1.00,93.27,92.99,4572.81,49.173
PVT,1.00,10.16,10.13,291.2375,28.75
STNL,1.00,10.22,10.19,439.44375,43.125
FMBH,1.00,32,31.91,532.70554,16.696
LNT,1.00,51.49,51.34,12194.32814,237.521
HRZN,1.00,12.15,12.11,164.08056,13.544
GNL,1.00,19.89,19.83,1675.56276,84.486
AEM,1.00,59.24,59.07,14075.1864,238.284
CVBF,1.00,20.85,20.79,2913.55218,140.142
AVA,1.00,46.13,46.00,3040.9375,66.111
XLRN,1.00,44.46,44.33,2342.32236,52.834
KNSA,1.00,11.37,11.34,620.21862,54.704
PCRX,1.00,42.47,42.35,1749.00204,41.297
EMCI,1.00,36.04,35.94,778.74792,21.668
BFRA,1.00,14.4776,14.44,323.0966,22.379
EW,1.00,217.63,217.03,45135.09,207.969
NG,1.00,6.95,6.93,2254.39137,325.269
BCE,1.00,46.42,46.29,41667.209,900.082
PRIM,1.00,19.79,19.74,1006.18297,50.982
EB,1.00,17.03,16.98,1406.80815,82.833
MKL,1.00,1144.63,1141.53,15779.33728,13.823
CECE,1.00,7.705,7.68,270.52424,35.205
CBRE,1.00,53.23,53.09,17852.36194,336.278
ISEE,1.00,1.16,1.16,48.08548,41.563
DOX,1.00,64.27,64.10,8790.0971,137.131
HLG,1.00,62.25,62.09,1595.6582,25.701
TLK,1.00,30.28,30.20,29916.7844,990.622
WK,1.00,63.04,62.87,2893.995,46.028
SO,1.00,58.33,58.18,60808.55,1045.232
OTEX,1.00,38.43,38.33,10349.40285,270.012
FFIC,1.00,19.32,19.27,543.18276,28.188
PRKR,1.00,0.194,0.19,5.92845,30.638
BASFY,1.00,16.362,16.32,59958.2928,3673.915
IRCP,1.00,19.5,19.45,612.7528,31.504
INST,1.00,39.49,39.39,1460.99598,37.091
CTBI,1.00,40.6,40.50,719.766,17.773
BMNM,1.00,1.85,1.85,23.569,12.772
AFTM,1.00,0.0117,0.01,2.80251,240.131
CINF,1.00,109.99,109.72,17920.542,163.336
HDB,1.00,112.87,112.59,102205.71171,907.769
NXE,1.00,1.26,1.26,447.16065,355.762
SELF,1.00,4.08,4.07,31.47738,7.734
NOW,1.00,263.82,263.18,49345.63429,187.5
AJG,1.00,90.42,90.20,16783.514,186.07
SCPL,1.00,10.51,10.48,1323.838,126.267
FMBM,1.00,27.2,27.13,86.8284,3.2
SGA,1.00,29.07,29.00,172.724,5.956
CIZN,1.00,20.36,20.31,99.7677,4.912
BMRC,1.00,41.72,41.62,568.48758,13.659
PBA,1.00,36.91,36.82,18819,511.076
ATSG,1.00,20.99,20.94,1243.08216,59.363
EPRT,1.00,21.19,21.14,1222.4205,57.825
LXP,1.00,10.27,10.25,2405.0688,234.727
AQN,1.00,12.97,12.94,6357.2279,491.285
ELP,1.00,13.13,13.10,1680.6776,128.296
CASY,1.00,166.7,166.32,6115.35535,36.768
CNI,1.00,93.99,93.78,67586,720.699
XEL,1.00,61.76,61.62,31736.2786,515.011
ESNT,1.00,47.12,47.02,4625.59596,98.385
BAH,1.00,72.41,72.25,10130.7505,140.218
FN,1.00,53.88,53.76,1980.18779,36.833
CABO,1.00,1260.01,1257.25,7166.33697,5.7
IBP,1.00,55.66,55.54,1666.84401,30.012
CIG,1.00,3.66,3.65,3544.6537,970.578
HCSG,1.00,23.66,23.61,1749.78432,74.114
PSHIF,1.00,0.5,0.50,95.879,192.165
ZTO,1.00,19.06,19.02,14986.2384,787.92
JJSF,1.00,186.43,186.04,3505.2045,18.841
XENT,1.00,16.49,16.46,517.91244,31.473
STAG,1.00,29.57,29.51,3752.01437,127.149
CDOR,1.00,11.01,10.99,130.97882,11.921
EBTC,1.00,27.91,27.85,328.7971,11.805
KDP,1.00,29.09,29.03,40836.18167,1406.689
ABBV,1.00,65.58,65.44,96759.38195,1478.484
WPTIF,1.00,13.96,13.93,794.4804,57.026
GMRE,1.00,10.36,10.34,357.27243,34.555
STIM,1.00,9.89,9.87,182.45227,18.485
BROG,1.00,10.17,10.15,271.80685,26.779
LGC,1.00,10.17,10.15,380.625,37.5
SSTI,1.00,31.26,31.20,358.08323,11.477
IPOA,1.00,10.44,10.42,898.725,86.25
ROIC,1.00,18.325,18.29,2090.69332,114.308
MS,1.00,41.5,41.42,68458.88235,1652.768
CRAI,1.00,41.49,41.41,326.15614,7.876
FACO,1.00,0.9,0.90,37.2348,41.45
LAMR,1.00,79.07,78.92,7922.04924,100.377
BMRN,1.00,77.02,76.88,13796.60337,179.463
NOK,1.00,5.41,5.40,30233.034,5598.71
WWD,1.00,108.23,108.03,6710.55528,62.117
SKIS,1.00,10.9,10.88,165.00608,15.166
SITC,1.00,14.03,14.00,2528.66899,180.562
TEAM,1.00,145.94,145.68,35117.5888,241.062
PNC,1.00,132.34,132.11,58820.73,445.257
FBIZ,1.00,23.4,23.36,201.72981,8.636
MORF,1.00,28.19,28.14,804.71524,28.596
JEC,1.00,85.9,85.75,11619.16497,135.498
SWX,1.00,89.05,88.90,4829.21595,54.324
MDJH,1.00,2.87,2.87,33.35227,11.641
CYAN,1.00,2.5,2.50,14.7,5.89
WEX,1.00,200.68,200.34,8664.76856,43.25
IESC,1.00,19.11,19.08,404.76126,21.216
VRTX,1.00,182.98,182.68,46955.39274,257.035
JNJ,1.00,132.04,131.82,347907.1192,2639.166
AKZOY,1.00,30.66,30.61,19164.921,626.1
QGEN,1.00,36.45,36.39,8400.01166,230.829
RSG,1.00,89.95,89.80,28804.632,320.751
FRME,1.00,37.27,37.21,1849.19723,49.697
AMSWA,1.00,13.49,13.47,422.31189,31.356
VRNS,1.00,70.03,69.92,2120.52841,30.329
NMRD,1.00,1.02,1.02,211.80912,207.989
OKE,1.00,69.05,68.94,28469.8071,412.968
QCOM,1.00,71.51,71.40,86794.68,1215.658
TRNS,1.00,23.05,23.01,168.13808,7.306
AXS,1.00,64.04,63.94,5367.57118,83.947
LKAI,1.00,0.0702,0.07,1.9444,27.741
NVEC,1.00,65.03,64.93,314.65078,4.846
CCI,1.00,141.24,141.02,58631.04,415.755
HALO,1.00,16.02,16.00,2340.3604,146.311
SAUC,1.00,0.68,0.68,22.55366,33.215
SLGG,1.00,6.95,6.94,58.08086,8.369
PANW,1.00,215.19,214.88,20623.295,95.975
CWST,1.00,45.7,45.63,2171.6228,47.587
MODN,1.00,26.37,26.33,861.39612,32.712
DBD,1.00,14.2,14.18,1088.25828,76.746
NCBS,1.00,63.1,63.01,588.90678,9.346
WBK,1.00,19.24,19.21,66165.37251,3443.765
CBOE,1.00,119.01,118.84,13272.73962,111.682
LWAY,1.00,3.15,3.15,49.68495,15.795
SPXC,1.00,37.2,37.15,1635.81964,44.034
PM,1.00,82.59,82.48,128324.69344,1555.84
CTIB,1.00,2.81,2.81,10.48411,3.736
PEG,1.00,57.72,57.64,29146.32,505.636
GWB,1.00,30.41,30.37,1729.23743,56.939
ATHX,1.00,1.235,1.23,188.31052,152.678
GSBC,1.00,57.28,57.21,813.0645,14.213
TRCH,1.00,1.4,1.40,100.6754,72.004
NEW,1.00,6.5,6.49,535.70272,82.521
STWD,1.00,23.68,23.65,6657.14875,281.484
DGLY,1.00,1.2499,1.25,14.26998,11.431
MBWM,1.00,31.77,31.73,521.148,16.424
ESLT,1.00,166.04,165.84,7088.87493,42.746
PINS,1.00,33.43,33.39,18120.91995,542.71
LTHM,1.00,7.58,7.57,1105.22757,145.98
DNBF,1.00,42.8,42.75,185.28018,4.334
KMX,1.00,84.03,83.93,13898.14185,165.586
HOLX,1.00,50.07,50.01,13368.62312,267.306
ACNB,1.00,36.03,35.99,254.4493,7.07
JPOTF,1.00,0.0455,0.05,2.92684,64.397
CTRE,1.00,22.55,22.53,2152.45272,95.557
KIQ,1.00,1.01,1.01,47.58981,47.17
RVEN,1.00,4.59,4.59,50.61393,11.039
CACC,1.00,473.32,472.81,8887.40957,18.797
GLBZ,1.00,10.51,10.50,29.61718,2.821
CPRT,1.00,75.62,75.54,17307.49096,229.113
SWI,1.00,17.43,17.41,5398.7648,310.059
COR,1.00,111.2,111.09,4098.1101,36.891
LH,1.00,164.94,164.77,16230.228,98.5
SAMA,1.00,9.93,9.92,161.2,16.25
MCBC,1.00,10.06,10.05,342.35325,34.065
CNIG,1.00,20.75,20.73,62.97625,3.038
BCOV,1.00,12.19,12.18,466.1604,38.279
NEBU,1.00,10.17,10.16,349.25,34.375
LHC,1.00,10.19,10.18,254.5,25
GSAH,1.00,10.19,10.18,878.025,86.25
RP,1.00,61.76,61.70,5852.862,94.86
PDCO,1.00,18.3,18.28,1745.38304,95.468
DRI,1.00,122.43,122.31,15021.914,122.816
TAL,1.00,32.2,32.17,19035.7062,591.738
ASR,1.00,146.7,146.56,4396.8,30
HTA,1.00,27.57,27.54,5651.0009,205.159
RBKB,1.00,10.81,10.80,120.2364,11.133
NIHD,1.00,1.62,1.62,164.56122,101.674
IMKTA,1.00,33.24,33.21,672.8346,20.26
ZAYO,1.00,33.72,33.69,7936.82496,235.585
HIVE,1.00,4.44,4.44,254.74056,57.425
DCP,1.00,24.89,24.87,3564.29379,143.317
RE,1.00,251.84,251.64,10250.4356,40.734
PERI,1.00,5.22,5.22,135.43828,25.966
HBAN,1.00,13.01,13.00,13491.933,1037.841
W,1.00,124.91,124.81,11525.14372,92.338
NS,1.00,26.83,26.81,2889.12603,107.763
CTVA,1.00,31.63,31.61,23670.04215,748.893
RCII,1.00,26.47,26.45,1429.97778,54.062
HAIN,1.00,22.15,22.13,2305.23894,104.149
TFIFF,1.00,28.42,28.40,2370.76798,83.479
SCOO,1.00,5.45,5.45,38.17725,7.01
ADC,1.00,70.62,70.57,2961.61119,41.967
WASH,1.00,47.49,47.46,822.76656,17.337
FTEO,1.00,6.4501,6.45,122.95181,19.075
ABTX,1.00,32.585,32.56,688.96926,21.158
VYGR,1.00,20.55,20.54,756.39168,36.832
RC,1.00,15.03,15.02,669.7782,44.592
TOWR,1.00,30.88,30.86,638.4934,20.69
VLO,1.00,78.85,78.80,32654.52608,414.403
BMY,1.00,47.32,47.29,77355.42143,1635.767
FNWB,1.00,16.09,16.08,175.674,10.925
FBMS,1.00,32.2,32.18,551.2434,17.13
DTE,1.00,129.37,129.29,23699.11558,183.302
TRK,1.00,19.82,19.81,809.23078,40.854
IART,1.00,62.8,62.76,5368.2696,85.534
IPHS,1.00,27.95,27.93,549.44406,19.67
GLDD,1.00,10.5625,10.56,673.75672,63.826
BDGE,1.00,27.54,27.52,546.4267,19.853
CSII,1.00,47.02,46.99,1636.56772,34.826
LW,1.00,67.06,67.02,9763.25196,145.674
KMI,1.00,20.37,20.36,46087.08426,2263.805
ADSW,1.00,32.48,32.46,2887.07005,88.934
PNBK,1.00,14.07,14.06,55.1544,3.922
GLPG,1.00,177.08,176.99,9666.30885,54.615
IDRA,1.00,2.49,2.49,69.73992,28.022
NUZE,1.00,12,11.99,481.728,40.164
AIRT,1.00,17.7,17.69,53.71065,3.036
COLB,1.00,34.99,34.97,2550.88152,72.939
CNAT,1.00,0.3001,0.30,9.9495,33.17
FCBP,1.00,21.13,21.12,247.88544,11.737
MNDO,1.00,2.22,2.22,43.15458,19.448
JAZZ,1.00,137.28,137.22,7769.35632,56.621
XOMA,1.00,16.7,16.69,145.6908,8.728
KTYB,1.00,23.52,23.51,140.61331,5.981
LMST,1.00,15.15,15.14,113.13786,7.471
VIEMF,1.00,7.65,7.65,288.2367,37.692
RNG,1.00,139.84,139.79,11454.25281,81.939
TBNK,1.00,28,27.99,270.52335,9.665
ES,1.00,78.43,78.40,25371.43734,323.602
CVRS,1.00,4.28,4.28,884.3764,206.7
ROCK,1.00,42.25,42.24,1361.01504,32.224
SEB,1.00,3808.47,3807.28,4435.47566,1.165
INFO,1.00,64.41,64.39,25823.86706,401.054
VC,1.00,61.7,61.68,1724.24,27.954
COUP,1.00,137.82,137.78,8510.77287,61.771
TRCO,1.00,46.58,46.57,4110.82474,88.278
T,1.00,34.54,34.53,252315.70166,7307
CX,1.00,3.16,3.16,4772.62032,1510.723
FDBC,1.00,64.14,64.12,242.51334,3.782
KRG,1.00,15.61,15.61,1310.6156,83.982
FSFG,1.00,60.745,60.73,142.41,2.345
RMD,1.00,131.4,131.37,18837.09786,143.393
HXL,1.00,81.32,81.30,6917.3,85.083
ADOM,1.00,0.188,0.19,13.70069,72.893
MBCN,1.00,45.51,45.50,147.5565,3.243
QMCI,1.00,0.1839,0.18,16.63529,90.478
IAG,1.00,3.47,3.47,1623.613,468
WLH,1.00,17.25,17.25,652.51575,37.835
VYCO,1.00,0.14,0.14,3.31464,23.681
CVIA,1.00,1.7,1.70,223.414,131.447
BKTI,1.00,4.04,4.04,51.34623,12.712
VEDL,1.00,7.77,7.77,7219.8906,929.376
XRAY,1.00,52.36,52.35,11736.117,224.183
TNET,1.00,72.79,72.78,5089.74552,69.935
SFBC,1.00,34.3719,34.37,88.11594,2.564
ATR,1.00,121.08,121.06,7753.097,64.041
FBAK,1.00,239,238.97,757.2954,3.169
FOXF,1.00,74,73.99,2843.10288,38.425
UL,1.00,58.86,58.85,68713.16104,1167.536
EMMS,1.00,4.9764,4.98,65.3625,13.136
BRPA,1.00,10.385,10.38,93.82848,9.036
CE,1.00,109.15,109.14,13504.9836,123.74
EIG,1.00,42.61,42.61,1359.7911,31.915
CBLI,1.00,1.4101,1.41,15.93018,11.298
OXY,1.00,47.13,47.13,35267.61465,748.349
AYR,1.00,20.6,20.60,1543.89997,74.951
BLMN,1.00,16.91,16.91,1468.24457,86.832
FAST,1.00,29.74,29.74,17052.82678,573.43
SPFI,1.00,17,17.00,305.626,17.979
CTLT,1.00,57.19,57.19,8332.98333,145.715
JELD,1.00,18.27,18.27,1837.13625,100.56
MMDM,1.00,10.476,10.48,208.80165,19.932
HHHEF,1.00,0.0636,0.06,0.45111,7.093
PACQF,1.00,0.4512,0.45,0.85908,1.904
CHU,1.00,9.27,9.27,28364.346,3059.812
BTHE,1.00,0.0114,0.01,1.26689,111.131
WCTXF,1.00,0.0313,0.03,0.86128,27.517
MXCYY,1.00,8.86,8.86,5318.69344,600.305
CHNUF,1.00,0.0291,0.03,1.37832,47.365
RVVTF,1.00,0.054,0.05,3.91019,72.411
MDFZF,1.00,0.0124,0.01,2.2938,184.984
TAKD,1.00,0.026,0.03,3.47118,133.507
INBP,1.00,0.279,0.28,8.24891,29.566
VLTC,1.00,0.8513,0.85,7.65744,8.995
NRIS,1.00,0.098,0.10,8.76541,89.443
WSCO,1.00,0.1969,0.20,5.30094,26.922
WSCRF,1.00,0.016,0.02,12.60686,787.929
SKKY,1.00,0.298,0.30,15.34342,51.488
HMTXF,1.00,0.028,0.03,8.42517,300.899
GRST,1.00,0.0658,0.07,8.18361,124.371
TDLAF,1.00,0.0138,0.01,3.0027,217.587
TAOIF,1.00,0.2853,0.29,24.33095,85.282
PKTEF,1.00,0.2028,0.20,7.06839,34.854
PTRUF,1.00,0.179,0.18,8.85495,49.469
GLAC,1.00,10.2481,10.25,59.25451,5.782
IOR,1.00,13.7549,13.75,57.33042,4.168
SNYR,1.00,0.2599,0.26,23.36215,89.889
OPSSF,1.00,0.6899,0.69,62.14619,90.08
LOAC,1.00,10.1693,10.17,53.59221,5.27
OPES,1.00,10.3686,10.37,153.66265,14.82
CRSXF,1.00,0.4678,0.47,44.32826,94.759
UTSI,1.00,2.89,2.89,102.06902,35.318
HCAC,1.00,9.97,9.97,374.06443,37.519
DMIFF,1.00,0.08,0.08,5.11088,63.886
LEJU,1.00,1.12,1.12,152.05568,135.764
CFFAU,1.00,10.46,10.46,375.75458,35.923
JFBC,1.00,16.82,16.82,71.2327,4.235
TIBR,1.00,10.25,10.25,221.02075,21.563
DDMX,1.00,10.07,10.07,72.73561,7.223
AVP,1.00,4.4,4.40,1950.6652,443.333
HCCH,1.00,10.14,10.14,70.60482,6.963
ANDAU,1.00,10.4,10.40,144.508,13.895
SMDM,1.00,0.27,0.27,10.38555,38.465
SKYS,1.00,0.56,0.56,29.36808,52.443
DRAD,1.00,4.72,4.72,9.58632,2.031
EDTX,1.00,10.06,10.06,79.53436,7.906
NEWA,1.00,5.64,5.64,60.96276,10.809
ABMT,1.00,0.122,0.12,8.49425,69.625
FDUS,1.00,14.73,14.73,360.33999,24.463
ELSE,1.00,3.54,3.54,12.02184,3.396
SSNT,1.00,2.7,2.70,12.1527,4.501
SKAS,1.00,3.4,3.40,3.4238,1.007
WIZD,1.00,0.17,0.17,11.92295,70.135
URYL,1.00,5.4,5.40,766.6164,141.966
FCIC,1.00,0.2,0.20,0.6922,3.461
MAMP,1.00,3.25,3.25,8.48575,2.611
PGTK,1.00,3.6,3.60,163.7748,45.493
JT,1.00,3.66,3.66,615.97434,168.299
NSYS,1.00,3.35,3.35,8.99475,2.685
ISRL,1.00,119.61,119.61,325.09998,2.718
CVR,1.00,27,27.00,26.082,0.966
CRMZ,1.00,1.55,1.55,16.6191,10.722
FAT,1.00,3.73,3.73,44.04011,11.807
MKRS,1.00,0.24,0.24,8.53656,35.569
TRT,1.00,3.18,3.18,11.68014,3.673
IPOOF,1.00,0.48,0.48,32.76336,68.257
UBNC,1.00,14.76,14.76,88.36812,5.987
XTLB,1.00,1.83,1.83,9.40986,5.142
AMS,1.00,2.87,2.87,16.39918,5.714
MMDMU,1.00,12.54,12.54,249.94728,19.932
AITA,1.00,0.91,0.91,42.315,46.5
TAIT,1.00,3.13,3.13,17.841,5.7
HCFT,1.00,3.28,3.28,77.69664,23.688
EFSI,1.00,30,30.00,102.96,3.432
LYL,1.00,0.93,0.93,10.62153,11.421
MFAC,1.00,10.08,10.08,213.30288,21.161
VTIQ,1.00,10.17,10.17,301.4388,29.64
BEGI,1.00,0.1,0.10,5.2,52
ALRS,1.00,19.6,19.60,270.4996,13.801
CYCC,1.00,0.54,0.54,9.288,17.2
FXNC,1.00,17.94,17.94,89.0721,4.965
BDL,1.00,22.14,22.14,41.15826,1.859
STBI,1.00,21.75,21.75,45.87075,2.109
CFFA,1.00,10.02,10.02,359.94846,35.923
BAYK,1.00,8.1,8.10,107.9892,13.332
MAYS,1.00,35.85,35.85,72.2736,2.016
LYBC,1.00,41,41.00,130.544,3.184
AMCI,1.00,9.98,9.98,275.0987,27.565
RWGE,1.00,10.26,10.26,384.75,37.5
OPESU,1.00,10.49,10.49,155.4618,14.82
CTGO,1.00,15.99,15.99,101.64843,6.357
MFON,1.00,1,1.00,45.998,45.998
CFBI,1.00,9.95,9.95,73.87875,7.425
VTGGF,1.00,201,201.00,1005,5
TDNT,1.00,0.62,0.62,20.03344,32.312
MFSF,1.00,32,32.00,273.632,8.551
ALX,1.00,360.9,360.90,1843.1163,5.107
EACO,1.00,18.25,18.25,88.7315,4.862
FVTI,1.00,3.02,3.02,929.405,307.75
CWBC,1.00,9.81,9.81,83.04165,8.465
ALYE,1.00,2.5,2.50,9.555,3.822
AEGG,1.00,0.035,0.04,2.51664,71.904
CCH,1.00,10.26,10.26,573.2775,55.875
XIN,1.00,4.01,4.01,240.21103,59.903
PPHI,1.00,12.59,12.59,45.52544,3.616
KBLM,1.00,10.53,10.53,102.65697,9.749
CLPS,1.00,5.36,5.36,74.04304,13.814
TRCK,1.00,0.52,0.52,5.92904,11.402
ULNV,1.00,4.09,4.09,2078.1699,508.11
FKWL,1.00,2.82,2.82,29.8074,10.57
IMI,1.00,1.18,1.18,58.71444,49.758
AIXN,1.00,4.82,4.82,1387.38398,287.839
BWMC,1.00,9.89,9.89,249.7225,25.25
NOVN,1.00,2.55,2.55,66.4785,26.07
BXG,1.00,9.59,9.59,713.93714,74.446
OMN,1.00,10.03,10.03,449.76526,44.842
EOSS,1.00,1.5,1.50,96.1845,64.123
PWVI,1.00,0.08,0.08,2.54,31.75
OTEL,1.00,14.95,14.95,50.99445,3.411
INSU,1.00,9.95,9.95,205.49735,20.653
TRST,1.00,7.83,7.83,758.11626,96.822
FMCI,1.00,10.1,10.10,259.1155,25.655
CHHE,1.00,0.75,0.75,49.155,65.54
QFIN,1.00,10.3,10.30,1481.4078,143.826
IEHC,1.00,20.5,20.50,47.6215,2.323
FCUV,1.00,12.25,12.25,501.76,40.96
TOTA,1.00,10.25,10.25,61.14125,5.965
CNAC,1.00,10.38,10.38,55.46034,5.343
OBCI,1.00,3.57,3.57,33.43662,9.366
CPTP,1.00,14.05,14.05,92.73,6.6
ALGR,1.00,10.1,10.10,192.506,19.06
ZOM,1.00,0.25,0.25,27.0095,108.038
TIKRF,1.00,0.25,0.25,2.46975,9.879
FSBC,1.00,17.37,17.37,33.71517,1.941
TKCI,1.00,0.022,0.02,0.92983,42.265
TKKS,1.00,10.07,10.07,316.7015,31.45
LONCF,1.00,0.115,0.12,21.54985,187.39
COSM,1.00,3.55,3.55,46.45885,13.087
OXSQ,1.00,6.39,6.39,304.48989,47.651
BKSC,1.00,18.83,18.83,104.03575,5.525
LL,1.00,8.1,8.10,232.4781,28.701
RMG,1.00,9.84,9.84,282.9,28.75
CO,1.00,5.51,5.51,669.74601,121.551
CFST,1.00,25.2,25.20,73.836,2.93
ISIG,1.00,0.97,0.97,11.58859,11.947
FCAP,1.00,56.15,56.15,188.8886,3.364
LFAC,1.00,10.21,10.21,198.13526,19.406
FOSI,1.00,0.2,0.20,2.952,14.76
GDRZF,1.00,1.75,1.75,173.94125,99.395
HLTH,1.00,0.142,0.14,11.1115,78.25
NROM,1.00,0.59,0.59,12.79297,21.683
SCND,1.00,5,5.00,7.47,1.494
DFBH,1.00,10.21,10.21,319.0625,31.25
DFBHU,1.00,10.62,10.62,331.875,31.25
EVK,1.00,3.29,3.29,48.692,14.8
ZCOR,1.00,2.1,2.10,19.6581,9.361
PCSA,1.00,2.44,2.44,94.36456,38.674
MOST,1.00,1.88,1.88,53.15136,28.272
WCRS,1.00,3.8,3.80,35.6782,9.389
SOTK,1.00,2.47,2.47,37.79594,15.302
DJCO,1.00,220,220.00,303.82,1.381
SNBP,1.00,5,5.00,25.35,5.07
GRSH,1.00,10.03,10.03,501.5,50
SVBI,1.00,8,8.00,102.2,12.775
MSC,1.00,19.5,19.50,1532.349,78.582
GRAF,1.00,10,10.00,304.71,30.471
AREC,1.00,2.5,2.50,58.29,23.316
GLDLF,1.00,0.88,0.88,121.52536,138.097
PEER,1.00,3.5,3.50,24.0625,6.875
ANDA,1.00,9.85,9.85,136.86575,13.895
ORMP,1.00,3.4,3.40,59.1022,17.383
PACQ,1.00,10.18,10.18,526.815,51.75
BERK,1.00,13.15,13.15,189.5704,14.416
HMG,1.00,13.86,13.86,14.04018,1.013
NSFDF,1.00,0.36,0.36,24.68664,68.574
TYCB,1.00,34.82,34.82,97.11298,2.789
CTAM,1.00,1.75,1.75,6.36125,3.635
UCBB,1.00,0.03,0.03,0.59403,19.801
OPXS,1.00,1.9,1.90,15.9391,8.389
ALVOF,1.00,0.58,0.58,56.02394,96.593
SHLL,1.00,9.77,9.77,284.56102,29.126
GPMT,1.00,18.68,18.68,1024.65404,54.853
GLACU,1.00,10.94,10.94,63.25508,5.782
TGRF,1.00,11.29,11.29,195.30571,17.299
CIIT,1.00,2.01,2.01,10.16055,5.055
DPHC,1.00,9.78,9.78,342.3,35
DIT,1.00,94.33,94.33,55.93769,0.593
BGFV,1.00,1.98,1.98,42.9363,21.685
IDXG,1.00,0.84,0.84,32.00064,38.096
LSBK,1.00,14.7,14.70,87.5826,5.958
EMCF,1.00,33.37,33.37,90.06563,2.699
PRHR,1.00,0.06,0.06,1.68462,28.077
IGT,1.00,13.2,13.20,2695.5852,204.211
SPIN,1.00,0.03,0.03,0.60723,20.241
ELRE,1.00,3.88,3.88,38.48184,9.918
SIF,1.00,2.84,2.84,16.39532,5.773
PTIX,1.00,1.5,1.50,15.3915,10.261
NAUH,1.00,0.049,0.05,1.20785,24.65
IEA,1.00,2.64,2.64,58.74528,22.252
CRECF,1.00,0.2839,0.28,45.03449,158.628
SEOVF,1.00,0.1435,0.14,24.71601,172.237
GRIN,1.00,5.6759,5.68,108.20536,19.064
MYMX,1.00,0.0448,0.04,13.60836,303.758
ALTD,1.00,0.1001,0.10,2.88248,28.796
TMIAF,1.00,0.0365,0.04,8.72967,239.169
MXMTY,1.00,0.1136,0.11,16.41191,144.471
BIOAF,1.00,0.1789,0.18,11.30219,63.176
PUBC,1.00,0.0933,0.09,13.18768,141.347
ICOTF,1.00,0.0739,0.07,8.08895,109.458
ENIC,1.00,4.29,4.29,5934.49428,1383.331
PFTI,1.00,0.033,0.03,2.27753,69.016
BIDCF,1.00,0.098,0.10,1.5926,16.251
ESMC,1.00,0.1219,0.12,0.90389,7.415
AMTY,1.00,0.0272,0.03,1.2657,46.533
INLX,1.00,0.127,0.13,2.35268,18.525
LIVC,1.00,0.026,0.03,0.90579,34.838
ATMS,1.00,0.175,0.18,0.90178,5.153
SPOWF,1.00,0.0155,0.02,0.26496,17.094
CERN,1.00,71.42,71.42,22740.03963,318.394
NRIFF,1.00,0.5126,0.51,5.8376,11.388
YUANF,1.00,14,14.00,684.74,48.909
MBAIF,1.00,0.4767,0.48,36.48405,76.533
HYGS,1.00,14.94,14.94,284.04552,19.012
RAND,1.00,2.6372,2.64,16.67301,6.322
LPI,1.00,2.69,2.69,638.8212,237.47
BCSF,1.00,18.1,18.10,934.91312,51.65
AGN,1.00,159.84,159.85,52398.83,327.802
MCRI,1.00,45.45,45.45,820.44864,18.05
AFL,1.00,52.88,52.89,39155.7892,740.383
SSNC,1.00,45.96,45.97,11664.192,253.76
PCMI,1.00,34.87,34.87,427.4544,12.257
ISBA,1.00,22.7,22.70,179.7386,7.917
LEVL,1.00,23.23,23.23,179.54433,7.728
BTE,1.00,1.38,1.38,768.38124,556.722
AIZ,1.00,119.84,119.86,7368.17334,61.475
NNN,1.00,54.99,55.00,8993.215,163.514
OPOF,1.00,22.66,22.66,117.89998,5.202
TRP,1.00,48.1,48.11,44684.9,928.789
TCLRY,1.00,0.89,0.89,368.0061,413.386
ADM,1.00,38.36,38.37,21371.4,556.974
BMO,1.00,72.26,72.28,46182.4203,638.937
EGAN,1.00,7.2,7.20,218.35116,30.318
SNOA,1.00,5.61,5.61,7.46342,1.33
KR,1.00,23.32,23.33,18633.3,798.799
NEU,1.00,444.86,445.00,4978.66,11.188
GWR,1.00,109.76,109.80,6254.9388,56.969
MUSA,1.00,91.47,91.50,2925.255,31.97
HSBC,1.00,37.78,37.79,153253.61805,4055.09
WAGE,1.00,51.17,51.19,2040.87213,39.87
HFWA,1.00,27.28,27.29,1006.53707,36.883
INTT,1.00,4.58,4.58,48.4106,10.566
GD,1.00,184.1,184.17,53196.39948,288.844
VRSK,1.00,156.46,156.52,25592.35875,163.506
CBFV,1.00,24.79,24.80,134.7384,5.433
ULBI,1.00,8.63,8.63,136.09045,15.763
VALU,1.00,25.66,25.67,247.97824,9.66
LMT,1.00,377.01,377.17,106512.05366,282.398
AY,1.00,23.48,23.49,2354.09733,100.217
GFED,1.00,23.27,23.28,103.40976,4.442
UVSP,1.00,25.82,25.83,756.9828,29.305
SIGI,1.00,80.15,80.19,4760.604,59.37
RMCF,1.00,8.98,8.98,53.59838,5.966
SUNS,1.00,16.84,16.85,270.3077,16.044
SRT,1.00,6.97,6.97,268.19268,38.459
